dates,names,monthly_listeners,popularity,followers,genres,first_release_year,last_release_year,playlists_found
2024-04-02,kenny chesney,9410439.0,72,4353084,"contemporary country, country, country road, modern country rock",2002,2024,Country Gold
2024-04-02,iyaz,7746351.0,64,925278,"dance pop, pop rap, post-teen pop",2009,2023,Throwback Workout
2024-04-02,usher,46093532.0,83,11138580,"atl hip hop, contemporary r&b, dance pop, pop, r&b, rap, south carolina hip hop, urban contemporary",1994,2024,Ultimate Party Classics
2024-04-02,damini,25467.0,27,2224,,2022,2023,KrOWN
2024-04-02,anne-marie,32718613.0,78,11703504,pop,2018,2023,Feel Good Acoustic
2024-04-02,kelsea ballerini,7254758.0,68,1132675,"contemporary country, country",2015,2023,Country Gold
2024-04-02,v,8897241.0,83,17595875,"j-division, korean ost",2016,2024,K-Pop ON! (온)
2024-04-02,saint pablo,5380.0,13,7,,2023,2023,KrOWN
2024-04-02,a-ha,23859881.0,72,2221983,"new romantic, new wave, new wave pop, permanent wave, synthpop",1985,2022,Ultimate Party Classics
2024-04-02,5 seconds of summer,25067389.0,77,9824218,"boy band, pop",2014,2024,Feel Good Acoustic
2024-04-02,far east movement,7550182.0,65,1070609,"asian american hip hop, dance pop, pop rap",2009,2020,Throwback Workout
2024-04-02,ara amar,334694.0,44,507,,2021,2024,Meditate to the Sounds of Nature
2024-04-02,chillin homie,67095.0,37,18184,"k-rap, korean drill, korean trap",2018,2023,KrOWN
2024-04-02,ahi,420184.0,45,30497,canadian folk,2016,2023,Feel Good Acoustic
2024-04-02,kacey musgraves,27251062.0,80,1372145,"classic texas country, contemporary country, country dawn",2013,2024,Breakout Country
2024-04-02,summer walker,22721043.0,80,6187863,"r&b, rap",2018,2024,Chill Pop
2024-04-02,tammi terrell,12251101.0,67,176536,"classic soul, motown, soul, southern soul",1967,2019,Ultimate Party Classics
2024-04-02,parc jae jung,149492.0,39,46996,"korean ost, korean pop",2018,2023,노래방 인기가요 (Singing Room K-Pop)
2024-04-02,j.y. park,1001475.0,50,153658,classic k-pop,2001,2023,K-Pop ON! (온)
2024-04-02,treasure,2716135.0,66,3294611,k-pop boy group,2020,2024,Hallyu Boy Bands
2024-04-02,the emotions,5601414.0,62,565165,"chicago soul, classic soul, disco, funk, girl group, motown, post-disco, quiet storm, soul, southern soul",1958,2023,Ultimate Party Classics
2024-04-02,baek a,98614.0,37,69835,,2018,2023,노래방 인기가요 (Singing Room K-Pop)
2024-04-02,inner purpose,655976.0,49,566,,2023,2024,Meditate to the Sounds of Nature
2024-04-02,bang yedam,302092.0,46,294895,,2020,2024,KrOWN
2024-04-02,timothy reisen,136011.0,37,23,,2023,2024,Jazz for Sleep
2024-04-02,vibe,80218.0,34,33029,korean pop,2002,2022,노래방 인기가요 (Singing Room K-Pop)
2024-04-02,yang yo seop,122834.0,37,55668,"k-pop, korean pop",2017,2023,노래방 인기가요 (Singing Room K-Pop)
2024-04-02,onerepublic,48197560.0,82,16699159,"piano rock, pop",2007,2024,Feel Good Acoustic
2024-04-02,big mama,56567.0,33,18153,k-pop ballad,2003,2023,노래방 인기가요 (Singing Room K-Pop)
2024-04-02,tyler hubbard,5281180.0,65,156003,"contemporary country, modern country pop",2021,2024,Country Drive
2024-04-02,izi,103398.0,35,3307,classic k-pop,2005,2022,노래방 인기가요 (Singing Room K-Pop)
2024-04-02,kardinal offishall,3306420.0,61,71125,canadian old school hip hop,2001,2021,Throwback Workout
2024-04-02,the buoys,69282.0,34,12894,sydney indie,2018,2024,GLOW
2024-04-02,gpf,417171.0,49,77678,"tekk, uptempo hardcore",2018,2024,Hardstyle Bangers
2024-04-02,코알라 koala,31370.0,29,2638,,2020,2023,KrOWN
2024-04-02,dead or alive,3446853.0,58,382028,"hi-nrg, new romantic, new wave pop, synthpop",1983,2024,Ultimate Party Classics
2024-04-02,tiny habits,483089.0,49,55616,boston folk,2022,2024,Singled Out
2024-04-02,frank guardiola,214612.0,39,45,,2023,2024,Jazz for Sleep
2024-04-02,"earth, wind & fire",21506579.0,73,4179645,"disco, funk, jazz funk, soul",1975,2019,Ultimate Party Classics
2024-04-02,park hwayobi,51537.0,32,19344,"korean pop, korean singer-songwriter",2000,2017,노래방 인기가요 (Singing Room K-Pop)
2024-04-02,token,496135.0,51,457222,"boston hip hop, deep underground hip hop, indie pop rap",2016,2024,KrOWN
2024-04-02,david j,864410.0,53,81001,modern country pop,2021,2024,Breakout Country
2024-04-02,forest gold,121708.0,36,183,,2021,2024,Meditate to the Sounds of Nature
2024-04-02,john dex,98387.0,34,8,,2023,2024,Jazz for Sleep
2024-04-02,harrison mcclary,8324.0,10,143,,2022,2024,GLOW
2024-04-02,seth liane,174587.0,39,80,,2022,2024,Jazz for Sleep
2024-04-02,eve,7063309.0,67,1350550,"contemporary r&b, dance pop, hip pop, philly rap, r&b, urban contemporary",1999,2021,Throwback Workout
2024-04-02,henrique camacho,745893.0,49,97282,trance brasileiro,2019,2024,Hardstyle Bangers
2024-04-02,lny tnz,967869.0,51,59594,rawstyle,2023,2024,Hardstyle Bangers
2024-04-02,the law,655165.0,47,4747,,2002,2015,Sunrise Run
2024-04-02,enhypen,9779536.0,78,8270259,"anime, k-pop boy group",2021,2024,Hallyu Boy Bands
2024-04-02,teezo touchdown,3959346.0,65,247727,,2020,2024,Chill Pop
2024-04-02,mino,826835.0,52,1095594,k-pop,2014,2022,노래방 인기가요 (Singing Room K-Pop)
2024-04-02,yoon jong shin,211908.0,40,70115,korean pop,1991,2023,노래방 인기가요 (Singing Room K-Pop)
2024-04-02,gist,104890.0,47,25745,k-rap,2019,2024,KrOWN
2024-04-02,bank,30882.0,25,290,,1995,2021,노래방 인기가요 (Singing Room K-Pop)
2024-04-02,unusual magic,2737.0,9,49,,2016,2024,GLOW
2024-04-02,cthulhu ramón,197160.0,39,106,,2022,2024,Meditate to the Sounds of Nature
2024-04-02,zilon tay,91030.0,35,106,,2021,2023,Meditate to the Sounds of Nature
2024-04-02,brody grant,32409.0,25,529,,2023,2023,Chill Pop
2024-04-02,khundi panda,80090.0,35,20776,k-rap,2017,2024,노래방 인기가요 (Singing Room K-Pop)
2024-04-02,dynamicduo,1526338.0,55,209898,"k-rap, korean r&b",2004,2024,KrOWN
2024-04-02,ste,103360.0,40,17352,,2022,2024,GLOW
2024-04-02,langhorne slim,1060159.0,51,163715,"anti-folk, indie folk, modern folk rock, new americana, stomp and holler",2008,2023,Sunrise Run
2024-04-02,akmu,2928328.0,62,1612065,k-pop,2012,2023,노래방 인기가요 (Singing Room K-Pop)
2024-04-02,aftershock,370067.0,44,18504,"euphoric hardstyle, rawstyle",2022,2024,Hardstyle Bangers
2024-04-02,natalie meir,178025.0,42,27,,2023,2024,Jazz for Sleep
2024-04-02,divine retreat,95544.0,36,292,,2020,2023,Meditate to the Sounds of Nature
2024-04-02,max,10645260.0,70,892745,"singer-songwriter pop, teen pop, viral pop",2016,2024,Chill Pop
2024-04-02,lily rose,428739.0,45,96436,modern country pop,2019,2024,Women of Country
2024-04-02,choilb,14356.0,34,7780,k-rap,2014,2023,KrOWN
2024-04-02,raelynn,906395.0,51,471427,"contemporary country, country, country road, deep talent show, modern country rock",2017,2024,Women of Country
2024-04-02,passenger,15718075.0,71,3254391,"folk-pop, neo mellow",2007,2023,Feel Good Acoustic
2024-04-02,graydon poole,179324.0,41,105,,2022,2024,Jazz for Sleep
2024-04-02,trisha yearwood,2548339.0,58,1160739,"contemporary country, country, country dawn, country road",1991,2023,Women of Country
2024-04-02,hiatus kaiyote,1515390.0,57,611608,"alternative r&b, australian r&b, indie soul, shiver pop",2013,2024,Singled Out
2024-04-02,warface,1110038.0,57,109139,"rawstyle, xtra raw",2014,2024,Hardstyle Bangers
2024-04-02,huh yunjin,6143475.0,68,668325,,2022,2024,KrOWN
2024-04-02,noah gundersen,473151.0,47,141226,"acoustic pop, alternative roots rock, indie folk, stomp and holler",2008,2023,Feel Good Acoustic
2024-04-02,one direction,44969726.0,84,34458492,"boy band, pop, post-teen pop, talent show",2010,2015,Ultimate Party Classics
2024-04-02,daryl hall & john oates,26708536.0,75,2348556,"album rock, classic rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock, yacht rock",1977,2022,Ultimate Party Classics
2024-04-02,solvekin,549193.0,49,1571,"background music, healing hz",2023,2024,Meditate to the Sounds of Nature
2024-04-02,fat joe,8394180.0,67,1752320,"bronx hip hop, east coast hip hop, gangster rap, hardcore hip hop, hip hop, pop rap, rap, trap",1993,2023,Throwback Workout
2024-04-02,ys block,5546.0,14,288,,2021,2023,KrOWN
2024-04-02,stray kids,8263258.0,82,14884977,"k-pop, k-pop boy group, pop",2018,2023,Hallyu Boy Bands
2024-04-02,ja rule,7093257.0,69,1808861,"dance pop, east coast hip hop, gangster rap, hip hop, hip pop, pop rap, queens hip hop, rap, urban contemporary",1999,2021,Throwback Workout
2024-04-02,matt nathanson,1291036.0,52,369402,"acoustic pop, neo mellow, pop rock",1993,2024,Feel Good Acoustic
2024-04-02,jung dong ha,68738.0,32,26417,korean pop,2013,2024,노래방 인기가요 (Singing Room K-Pop)
2024-04-02,the temptations,9874469.0,67,2870808,"classic soul, memphis soul, motown, soul",1982,2022,Ultimate Party Classics
2024-04-02,kameron marlowe,3253643.0,64,153056,"contemporary country, country pop, modern country pop",2020,2024,Breakout Country
2024-04-02,jason mraz,19248303.0,73,7106849,"acoustic pop, dance pop, neo mellow, pop",2005,2023,Chill Pop
2024-04-02,tigirlily gold,439285.0,44,35645,"modern country pop, north dakota indie",2021,2024,Breakout Country
2024-04-02,jupiter,842.0,23,459,korean drill,2016,2021,KrOWN
2024-04-02,rodney atkins,4431039.0,63,1871616,"contemporary country, country, country road",2003,2022,Country Drive
2024-04-02,aydols,175375.0,38,112,,2023,2023,Meditate to the Sounds of Nature
2024-04-02,hollow graham,47113.0,28,16,,2023,2024,Meditate to the Sounds of Nature
2024-04-02,brave girls,711070.0,48,353368,"k-pop, k-pop girl group",2011,2023,EQUAL K-Pop
2024-04-02,andrea accorsi,79343.0,35,471,,2021,2024,Meditate to the Sounds of Nature
2024-04-02,jarra,36129.0,26,215,,2022,2024,Meditate to the Sounds of Nature
2024-04-02,liana flores,5455649.0,66,359889,pov: indie,2018,2024,Chill Pop
2024-04-02,carola,210316.0,41,2604,,2019,2024,Hardstyle Bangers
2024-04-02,ace of base,9644858.0,69,784257,"eurodance, europop, new wave pop",1992,2023,Ultimate Party Classics
2024-04-02,ashanti,6871161.0,71,2982404,"dance pop, hip pop, r&b, urban contemporary",2002,2024,Throwback Workout
2024-04-02,taeyong,2422906.0,64,1298085,k-pop,2017,2024,K-Pop ON! (온)
2024-04-02,tempest,134121.0,52,184693,k-pop boy group,2022,2024,Hallyu Boy Bands
2024-04-02,bigmama,1150130.0,54,15145,,2019,2024,GLOW
2024-04-02,delerium,1449507.0,53,91532,gregorian dance,2000,2023,Hardstyle Bangers
2024-04-02,darius & finlay,1911612.0,56,81469,"hands up, pop house",2013,2024,Hardstyle Bangers
2024-04-02,joe m. key,129451.0,37,14,,2023,2024,Jazz for Sleep
2024-04-02,heal divisions,230777.0,39,70,,2023,2024,Meditate to the Sounds of Nature
2024-04-02,rudy winston,328036.0,44,468,,2020,2023,Jazz for Sleep
2024-04-02,alexander descartes,128488.0,36,487,background piano,2020,2024,Jazz for Sleep
2024-04-02,taylor swift,102354091.0,100,106096174,pop,2012,2023,Feel Good Acoustic
2024-04-02,half moon run,1267160.0,55,295801,"canadian indie, indie folk, quebec indie",2013,2024,Sunrise Run
2024-04-02,illenium,8946924.0,71,1486101,"edm, melodic dubstep, pop dance",2016,2024,Hardstyle Bangers
2024-04-02,younha,778378.0,52,467741,korean pop,2007,2023,노래방 인기가요 (Singing Room K-Pop)
2024-04-02,jay-z,37459474.0,84,8907492,"east coast hip hop, gangster rap, hip hop, pop rap, rap",1998,2022,Ultimate Party Classics
2024-04-02,father john misty,12305044.0,71,812510,"art pop, chamber pop, indie rock, singer-songwriter, stomp and holler",2012,2022,Chill Pop
2024-04-02,toby keith,8388926.0,73,2308919,"classic oklahoma country, contemporary country, country, country road",2001,2023,Country Gold
2024-04-02,beenzino,188274.0,51,258694,"k-rap, korean r&b",2011,2023,KrOWN
2024-04-02,toil,190116.0,47,106774,k-rap,2020,2024,KrOWN
2024-04-02,mark ronson,24915792.0,74,1061726,pop soul,2003,2023,Feel Good Acoustic
2024-04-02,paula maffia,23230.0,26,16074,"argentine indie, cantautora argentina",2015,2024,GLOW
2024-04-02,the killers,24734540.0,77,7190699,"alternative rock, dance rock, modern rock, permanent wave, rock",2004,2023,Ultimate Party Classics
2024-04-02,somoh,70687.0,39,7385,,2021,2024,GLOW
2024-04-02,e-life,160749.0,39,3644,dutch hip hop,2008,2023,Hardstyle Bangers
2024-04-02,sik-k,544059.0,54,449272,"k-rap, korean r&b",2018,2024,KrOWN
2024-04-02,the red clay strays,4917488.0,66,220014,,2019,2023,Breakout Country
2024-04-02,logan jameison,175956.0,39,64,,2020,2024,Jazz for Sleep
2024-04-02,bryan adams,20409409.0,75,3502799,"canadian pop, canadian singer-songwriter, classic canadian rock, heartland rock, mellow gold, soft rock",1997,2023,Country Drive
2024-04-02,zach hood,1710027.0,56,241148,"alt z, gen z singer-songwriter, singer-songwriter pop",2020,2024,Chill Pop
2024-04-02,jessica pratt,572607.0,49,105016,"ambient folk, art pop, freak folk",2012,2024,Singled Out
2024-04-02,skyminhyuk,33627.0,30,3137,"k-rap, korean underground rap",2019,2024,KrOWN
2024-04-02,josiah queen,1997745.0,61,133056,,2020,2024,Singled Out
2024-04-02,ampers&one,56628.0,36,23538,,2023,2024,Hallyu Boy Bands
2024-04-02,notd,3410136.0,61,302238,"pop dance, pop edm",2020,2024,Feel Good Acoustic
2024-04-02,waterbank,108657.0,36,181,,2022,2022,Meditate to the Sounds of Nature
2024-04-02,kiki dee,8070973.0,64,22361,classic uk pop,1973,2024,Ultimate Party Classics
2024-04-02,refugium,106091.0,33,17,,2023,2024,Meditate to the Sounds of Nature
2024-04-02,devita,203241.0,54,121303,korean r&b,2018,2023,KrOWN
2024-04-02,irvin smith,319878.0,44,458,,2022,2024,Jazz for Sleep
2024-04-02,dowoo,2966.0,11,44,,2022,2022,KrOWN
2024-04-02,king hendrick$,1257770.0,59,30072,,2016,2024,Singled Out
2024-04-02,everglades,121451.0,39,108,,2020,2024,Meditate to the Sounds of Nature
2024-04-02,tyler childers,11171511.0,77,2317929,"kentucky indie, kentucky roots, outlaw country",2011,2023,Breakout Country
2024-04-02,moon echo,181704.0,38,49,,2023,2024,Meditate to the Sounds of Nature
2024-04-02,xikers,517772.0,55,347972,k-pop boy group,2023,2024,KrOWN
2024-04-02,morgan wade,1251603.0,54,125490,modern country pop,2019,2024,Country Gold
2024-04-02,viviz,3444313.0,63,543223,"k-pop, k-pop girl group",2022,2023,EQUAL K-Pop
2024-04-02,r. embers,136875.0,39,50,,2023,2024,Jazz for Sleep
2024-04-02,kylie morgan,1740400.0,55,115626,"contemporary country, country pop, modern country pop",2018,2024,Women of Country
2024-04-02,kopecky,18130.0,20,21908,nashville indie,2010,2015,Sunrise Run
2024-04-02,karin ann,94596.0,32,31823,,2021,2024,GLOW
2024-04-02,zephyrical,349686.0,44,218,healing hz,2022,2024,Meditate to the Sounds of Nature
2024-04-02,dj premier,3847647.0,64,275459,"east coast hip hop, instrumental hip hop, jazz boom bap, turntablism",2008,2024,KrOWN
2024-04-02,diplo,30137078.0,77,2572997,"dance pop, edm, electro house, moombahton, pop dance",2004,2024,Feel Good Acoustic
2024-04-02,otomodatchi,23252.0,26,495,,2023,2024,GLOW
2024-04-02,ferragno,165282.0,37,10,,2023,2024,Jazz for Sleep
2024-04-02,special d.,763264.0,48,47313,"eurodance, hands up",2017,2024,Hardstyle Bangers
2024-04-02,kungs,14434724.0,71,933291,"edm, pop dance, uk dance",2016,2024,Ultimate Party Classics
2024-04-02,josh meloy,4451631.0,65,97219,"classic oklahoma country, modern country pop, oklahoma country, texas country",2018,2022,Country Drive
2024-04-02,lana del rey,56490330.0,90,33598250,"art pop, pop",2012,2024,Chill Pop
2024-04-02,young posse,335817.0,50,83248,,2023,2024,KrOWN
2024-04-02,365lit,24472.0,30,5995,"k-rap, korean trap, korean underground rap",2019,2020,KrOWN
2024-04-02,d'verti,46713.0,29,42,,2022,2024,Meditate to the Sounds of Nature
2024-04-02,amanda heartwood,246404.0,42,176,,2020,2023,Jazz for Sleep
2024-04-02,priska,650660.0,47,1009,,2021,2024,Hardstyle Bangers
2024-04-02,whitney houston,25751770.0,76,9892178,"dance pop, pop",1985,2023,Ultimate Party Classics
2024-04-02,mason olsen,118241.0,35,15,,2023,2024,Jazz for Sleep
2024-04-02,ashley cooke,1883683.0,57,108537,"contemporary country, country pop, modern country pop",2020,2023,Women of Country
2024-04-02,tws,2122121.0,62,206737,,2024,2024,Hallyu Boy Bands
2024-04-02,hans glock,305787.0,44,3851,nederlandse hardstyle,2022,2024,Hardstyle Bangers
2024-04-02,paul kim,636074.0,51,274497,korean pop,2020,2024,노래방 인기가요 (Singing Room K-Pop)
2024-04-02,bruno mars,72648483.0,88,54075870,"dance pop, pop",2010,2021,Ultimate Party Classics
2024-04-02,giolì & assia,506872.0,49,189808,,2018,2024,GLOW
2024-04-02,thomas rhett,10414039.0,72,4641835,"contemporary country, country, country road, modern country rock",2013,2023,Country Gold
2024-04-02,dimitri vegas,15627091.0,72,286689,"belgian edm, pop dance",2021,2024,Hardstyle Bangers
2024-04-02,josé gonzález,5113771.0,65,1124783,"chamber pop, gothenburg indie, indie folk, stomp and holler, swedish indie folk, swedish indie pop, swedish singer-songwriter",2006,2023,Feel Good Acoustic
2024-04-02,chanmina,1246029.0,62,750154,"j-rap, josei rap",2017,2023,KrOWN
2024-04-02,jazmin bean,901610.0,57,628600,pov: indie,2020,2024,GLOW
2024-04-02,florida georgia line,11288553.0,73,5346625,"contemporary country, country, country pop, country road, modern country rock",2012,2022,Country Drive
2024-04-02,kronos,457989.0,45,15935,"classic hardstyle, euphoric hardstyle, rawstyle",2021,2024,Hardstyle Bangers
2024-04-02,aisho nakajima,9900.0,15,1334,,2020,2024,GLOW
2024-04-02,ella langley,2492518.0,60,65111,modern country pop,2021,2024,Breakout Country
2024-04-02,gaeko,1042563.0,63,139218,"k-rap, korean r&b",2014,2023,KrOWN
2024-04-02,vampire weekend,7143310.0,67,1890863,"baroque pop, chamber pop, garage rock, indie rock, indietronica, modern rock",2008,2024,Singled Out
2024-04-02,the human league,6436774.0,63,1119112,"new romantic, new wave, new wave pop, permanent wave, sophisti-pop, synthpop",1979,2023,Ultimate Party Classics
2024-04-02,dual damage,372885.0,53,29114,,2023,2024,Hardstyle Bangers
2024-04-02,stayc,3064898.0,63,1783741,"k-pop, k-pop girl group",2020,2024,EQUAL K-Pop
2024-04-02,vincent mason,854791.0,53,25199,,2022,2024,Breakout Country
2024-04-02,the wind and the wave,279819.0,41,49725,"folk-pop, new americana",2014,2024,Sunrise Run
2024-04-02,orion sun,4144893.0,63,277500,"alternative r&b, bedroom pop",2017,2024,GLOW
2024-04-02,junkie kid,281053.0,41,22213,,2014,2024,Hardstyle Bangers
2024-04-02,metteson,75819.0,40,10862,"norwegian indie, norwegian pop",2019,2024,GLOW
2024-04-02,erin kinsey,632652.0,49,124485,modern country pop,2021,2024,Breakout Country
2024-04-02,jeanette ives,107514.0,36,35,,2021,2023,Jazz for Sleep
2024-04-02,twice,12062921.0,81,19843777,"k-pop, k-pop girl group, pop",2017,2024,EQUAL K-Pop
2024-04-02,algot aelster,252675.0,43,71,,2023,2024,Jazz for Sleep
2024-04-02,brothers osborne,3220230.0,62,1232391,"contemporary country, country, country road, modern country rock, modern southern rock",2016,2024,Country Gold
2024-04-02,jaïr faria,12471.0,20,1103,,2020,2024,GLOW
